Company Name,Job Name,Work Shift and Experience,Localisation,Publish Date,More Info,Additional Information
Entreprise anonyme,              Responsable des Ressources Humaines                    , Responsable d'équipe (3 à 5 ans),"Oran, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/oran/10074836-responsable-des-ressources-humaines,"Missions principales :Gestion du Recrutement :Identifier les besoins en personnel, Élaborer les descriptions de poste,Mener les entretiens de recrutement, et collaborer avec les départements pour assurer des processus de sélection efficaces.Administration du Personnel :Superviser les activités liées à l'embauche,La gestion des contrats et le suivi des dossiers du personnel.Développement Des Compétences :   Concevoir et mettre en œuvre des programmes de formation, ainsi que des plans de développement professionnel pour les employés.Gestion des Relations Sociales :Assurer un dialogue constructif avec les représentants du personnel, Anticiper les conflits, et participer aux négociations collectives.Suivi des Performances :Mettre en place des systèmes d'évaluation des performances,Accompagner les équipes dans leur développement, et recommander des mesures correctives si nécessaire.Tâches spécifiques :Veille Juridique :  Assurer une conformité constante avec les lois et réglementations en matière de ressources humaines.Communication Interne :Faciliter la communication au sein de l'entreprise, notamment en relayant les informations RH importantes.Gestion des Avantages Sociaux :Administrer les programmes d'avantages sociaux et s'assurer de la satisfaction des employés.Rapports et Analyses : Produire des rapports RH réguliers, analyser les tendances, et formuler des recommandations pour améliorer les processus.Qualifications requises :Diplôme en Ressources Humaines ou domaine connexe.Expérience significative dans des fonctions RH.Maîtrise des outils informatiques liés à la gestion des RH.Excellentes compétences en communication et en gestion."
Société Nationale des Travaux publics SNTP,              Cadre Financier                    , Confirmé / Expérimenté (1 à 2 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074835-cadre-financier,Missions :Assurer le suivi et l’exploitation des flux de trésorerie (encaissement / paiement).Contrôler le(s) compte(s) et la caisse au regard des états de rapprochement et procès verbaux.Etablir les états de rapprochement des avoirs en banque et en caisse avec le dernier brouillard.Contrôler la validation des pièces avant exécution de toute opération de recette ou de dépense.Tenir un échéancier des règlements des fournisseurs.Participer aux travaux d’analyses financières périodiques.
Creadev,              Technico Commercial                    , Confirmé / Expérimenté (1 à 2 ans),"Constantine, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/constantine/10074833-technico-commercial,"La/Le technico-commercial, maîtrise à la fois la vente et les solutions technologiques. Elle/Il possède un excellent sens relationnel, une très bonne écoute, une grande capacité à apprendre et s’adapte aux situations nouvelles avec un esprit compétitif.Nous souhaitons recruter une personne ambitieuse et passionnée par les défis.La/Le candidat(e) doit savoir :·      Utiliser son autonomie : organisé,·      Travailler en équipe pour atteindre les objectifs·      Communiquer en interne et en externe·      Maitriser l’arabe, le français et une troisième langueSes compétences métiers :·        Maîtrise technique en informatique. ·        Techniques commerciales (démarchage, négociation, vente, devis, facturation, etc.).·        Utilisation de logiciels (CRM, Ticketing system, agenda, mail, etc.).·        Connaissance de l’anglais ou autre langue.Les plus de cette expérience :•       Vous allez gagner en expertise et expérience sur tous les métiers de l’informatique•       Vraie expérience professionnelle enrichissante humainement et techniquement•       Vous allez travailler au sein d’une équipe soudée et dynamique."
G22 Rei,              Technico-commercial/Marketing                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074831-technico-commercial-marketing,"À propos de notre entreprise :Notre entreprise est une entreprise innovante dans le domaine du développement de logiciels dédiés à l'hôtellerie et la restauration. Nous sommes à la recherche d'un professionnel talentueux et motivé pour rejoindre notre équipe dynamique.Poste : Technico-commercial/MarketingResponsabilités :Identifier et cibler de nouveaux clients potentiels (prospects) dans le secteur de l'hôtellerie et de la restauration.Promouvoir nos solutions logicielles auprès des clients existants et potentiels.Préparer l'argumentaire commercial, assurer la démonstration des produits et la présentation des avantages concurrentiels.Élaborer des stratégies de vente et de marketing en collaboration avec l'équipe.Gérer et développer un portefeuille de clients assigné.Assurer une communication claire et transparente entre les équipes techniques et les clients.Exigences :Diplôme universitaire en informatique, marketing, commerce ou domaine connexe.Expérience avérée au sein d'une entreprise spécialisée dans la vente de logiciels informatiques.Excellentes compétences en communication en français et en anglais, à l'écrit comme à l'oral.Capacité à comprendre les besoins spécifiques des clients et à proposer des solutions adaptées.Qualités requises :Orienté résultats, avec une forte capacité à atteindre et dépasser les objectifs de vente.Esprit d'initiative et capacité à travailler de manière autonome.Excellentes compétences en négociation et persuasion.Aptitude à établir et à entretenir des relations clients à long terme.Adaptabilité et flexibilité face aux changements du marché. L'empathie.Avantages :Rémunération compétitive avec des primes liées aux performances.Possibilités de formation continue et de développement professionnel.Environnement de travail dynamique et stimulant.Salaire motivant allant jusqu'au salaire le plus élevé progressivement.Hébergement équipé sont assurés cas de résidence lointaine.  Nous sommes impatients de recevoir votre candidature et d'accueillir un nouveau membre talentueux dans notre équipe.Si vous êtes intéressé par la présente annonce, veuillez postuler"
Entreprise anonyme,              Administrateur Système Réseau                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074830-administrateur-systeme-reseau,"Missions :Concevoir l'organisation générale et l'évolution de l'architecture du système d'information selon les besoins de l'entreprise et les opportunités technologiquesMettre en œuvre, administrer et maintenir les composants logiciels d’infrastructure (systèmes et outils, serveurs et architectures de sécurité, logiciels de gestion de bases de données …)Mettre en œuvre ou suivre l'implantation des équipements, du réseau, l'interconnexion de l'ensemble des moyens informatiques de l'entrepriseMettre en place et actualiser les bases de donnéesSuivre l’exploitation et la gestion des incidents (alertes, interventions…)Contrôler les configurations des postes, serveurs, serveurs et réseauxMaintenir le bon fonctionnement du réseau et du parc informatiqueConnaître chaque aspect du réseau (câblage, routeur…)Maîtriser les divers systèmes d’exploitation qui existentMettre en place et paramétrer les applications/logiciels selon les besoins des utilisateursGérer, résoudre et anticiper les risques de pannes qui pourraient survenirFormer et assister les utilisateurs pour toutes difficultés rencontréesGérer la sécurité informatique (autorisations d'accès, protections, etc.)Garantir et améliorer les performances, fiabilité et sécurité du réseau et du parc informatiqueVeiller à l'application des procédures (codification, confidentialité, sauvegarde, sécurité…)Formaliser les besoins des utilisateurs pour améliorer le système et équipementsAssurer une veille et actualiser en permanence ses connaissances en raison de l'évolution rapide des technologiesProfil :Master ou ingéniorat en informatiqueExpérience de 3 ans dans un poste similaire en entreprisePassion et curiosité pour le domaine informatiqueSavoir installer, configurer et dépanner un parc informatiqueGérer une base de données, la paramétrer et l'améliorerAdministrer un réseauMaitrise des outils bureautiques, messagerie et internet (installation, configuration et support utilisateur)Maitrise des outils périphériques imprimantes, scanners, modems (installation, configuration et support utilisateur)Maitrise des OS (installation, configuration et support utilisateur)Connaissance des architectures réseaux locaux et étendus (LAN, WAN) (installation, configuration et support utilisateur)Comprendre le fonctionnement de l'entreprise, ses process et flux d'informationsAnalyser les besoins des utilisateurs et les directives de la directionSavoir gérer un projet et son budgetAnticiper les changementsDévelopper une approche systémique pour se construire une vision globale du système d'informationSavoir poser un diagnostic, analyser et résoudre des problèmes de différentes naturesS'adapter et savoir communiquer avec des interlocuteurs différentsFormer des personnes de différents niveaux de manière pédagogiqueÊtre à l'écoute et comprendre les besoins des utilisateursRéactivité, autonomie, adaptabilité et responsabilitéÊtre rigoureux, précis et méthodiqueMaitrise de l’arabe, du français, et de l’anglais technique"
Entreprise anonyme,              Responsable Commercial                    , Manager / Responsable département (6 à 10 ans),"Kouba, Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/kouba/10074828-responsable-commercial,"Grande Banque en plein de développement recrute sur tous le territoire national :Responsable Commercial :Missions principale :Animer une équipe commerciale et développer le portefeuille client d'une Agence , en veillant au maintien de la qualité et à la maîtrise des risques, dans le plus strict respect des procédures, conformités, normes et règlementations bancaires en vigueur.PRINCIPALES RESPONSABILITÉS :        Pilotage de l'activité commerciale :Superviser le développement du portefeuille de clients (portefeuille propre et portefeuille de son équipeAssurer le maintien du niveau de ressources en contrôlant la régularité des paiements et recouvrement de ses clientsContrôler, Vérifier la conformité et Valider les dossiers de crédits, domiciliation et ouvertures de compte.Évaluer et Anticiper tous les potentiels risques de contrepartieAnimer et Stimuler la performance commerciale collective de l'agence (challenges, promotions, campagnes…)Accompagner, Coacher et Développer les compétences commerciales et clientèles des équipes de l'agenceCoordonner les campagnes de prospection commerciale et actions promotionnelles de l'AgenceVeiller au plus strict respect des procédures, normes et règlementations bancaires en vigueurGestion & Développement commercial de l'agence :Développer, sous la supervision du directeur d'agence le portefeuille de clients corporates et retailPromouvoir le placement de l'ensemble des produits et services proposés par la banqueInitier toutes les actions de prospection nécessaire au développement du portefeuille client attribué.Gestion de la Relation Clientèle :Prendre en charge les réclamations et escalades clientèle au niveau de l'AgenceAuditer régulièrement la qualité de la prise en charge des clients et le niveau de satisfaction des clients de l'agenceSuivre le traitement des doléances portées au registre de l'AgenceAssurer un climat de confiance, de sérénité et de proximité auprès de son portefeuilleProfil recherché :Bac + 3 minimumDe formation : Finance / Gestion / Statistiques / ESB / Sciences Économiques ou CommercialesVous justifiez d’une expérience de 06 ans dans le domaine bancaire et 02 ans d’expérience managérialeUn esprit de synthèse et d’analyseLe sens des responsabilités.AutonomieIntégritéCuriosité professionnelleSens relationnelAvantage :Rémunération selon politique de la banqueComplémentaire santé pour vous, conjoint & ayants droitsPlan de développement personnel.Plan de formation adapté aux perspectives d’évolution de la fonction"
Entreprise anonyme,              Graphic designer                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074827-graphic-designer,"Sarl hebbache promotion immobilière est à la recherche de son graphic designer pour rejoindre son équipe commerciale, marketing et communication.Responsabilités:créer des designs graphiques pour les produits de l'entreprise travailler en étroite collaboration avec l'équipe commerciale  et marketingcréer des designs graphiques pour les campagnes publicitaires et les médias sociauxtravailler avec des outils de conception graphique tels que Photoshop Illustrator  etcrespecter les délais et les budgets définis par le responsable marketingexigences:expérience professionnelle minimum de 3 ans dans la création graphiquemaitrise parfaite des outils de conception graphiquebon sens de communication et capacité de travailler en équipe"
Bessa Promotion,              Directeur d'Administration Générale                    , Confirmé / Expérimenté (6 à 10 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074824-directeur-d-administration-generale,"Missions du posteAssurer l'organisation du département de l’administration et le management des structures qui sont sous sa coupeEncadrer et piloter l'activité du département de l'administration. Assurer les missions administratives transversales à la DGA et apporter un appui aux directions opérationnelles sur les dossiers particuliers. Assurer le recensement des besoins en locaux et une interface avec les services concernés. Représente la société auprès les autorités et les institutions. Contrôler et garantir tous les documents et les actes soumis aux instances externes. Assurer la mise en place et le suivi des bonnes pratiques de gestion au sein des services généraux : élaboration de procédures et contrôles. Profil recherchéDiplômé en Management, Ecole Nationale d’Administration « ENA » (souhaitable)Expérience minimum de 05 ans au poste de responsabilité dans le domaine de l’administration Capacités rédactionnelles et relationnelles Capacité d’adaptation et grande disponibilité"
Equatorial Coca-Cola Bottling Company (ECCBC Algérie),              Analyste Commercial                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074823-analyste-commercial,"Missions du poste : L’analyste commercial est responsable de la communication, de l’analyse et du support de l’équipe commerciale et market excellence :Rédaction et communication quotidienne de la newsletter commerciale ;Analyse des résultats commerciaux et leur communication ;Gestion des meetings hebdomadaires de la force de vente et suivi des plans d’action en collaboration avec les areas market excellence ;Responsable de l’actualisation de la classification des points de ventes ;Transmission d’informations exploitables pour guider les équipes commerciales ;Assure le développement et la mise à jour des dashboards suivant l’évolution des besoins de la direction commerciale ;Apporte un support quotidien sur le suivi des projets market excellence ;Assure le suivi et la mise à jour de la base de données clients ;Profil requis :       - Min 01 an d’expérience dans une fonction similaire.       - Bac + 3 et plus (Recherche opérationnelle, Commercial, Statistiques…)       - Solides capacités en Excel, traitement de données, power BI       - Expérience souhaitée dans un environnement FMCG       - Bonne capacité d’assimilation, est capable d’intégrer et extraire des informations pertinentes de manière concise       - Possède de solides compétences en résolution de problèmes"
ALGERIAN AUTOMOTIVE COUNTER,              Responsable des Ventes Véhicule léger et lourd                    , Manager / Responsable département (6 à 10 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074822-responsable-des-ventes-vehicule-leger-et-lourd,". MISSION :-   Gérer et Animer l’équipe de Vente de Véhicules Neufs (lourd & léger);-   Etre garant du bon fonctionnement de ce service et de la satisfaction            des clients lors de l’achat et de la livraison de leur véhicule. . Responsabilités et tâches :-   Est responsable de la réalisation des objectifs quantitatifs et qualitatifs.-   Contrôle, anime et forme l’équipe de vente.-   Suivre la performance des activités.-   Suivi des grands comptes de son portefeuille.-   Prend en charge la clientèle VIP lors de la visite Show-Room ou à     l'extérieur.-   Analyse les résultats et prend les mesures correctives nécessaires.-   Veille au maintien de l’ensemble des indicateurs qualité au vert.-   Réaliser un reporting régulier de l’activité (hebdomadaire ou mensuel).Qualifications Requises :-   Formation universitaire BAC+4 ingéniorat ou licence (Marketing,                Commerce, Management) ou équivalent.-   Expérience probante au poste de responsable commercial dans le                secteur automobile léger et ou lourd.-   Grandes capacités à travailler en équipe, de communication et de                  dialogue.-   Disponibilité, sens de l’organisation et de discrétion.- Sens de l’autorité et de la rigueur (leadership, aptitude gérer les situations       conflictuelles…).- Capacité au changement et à la gestion de la pression."
Hayat DHC Algérie,              Chargé (e) des Opérations d'Import & Export                    , Confirmé / Expérimenté (6 à 10 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074816-charge-e-des-operations-d-import-export,"Présentation de la société :SARL HAYAT DHC Algérie, fondée en 2005, est présente dans le secteur des produits d'entretien ménager avec ses marques BINGO et TEST ; les couches et lingettes pour bébés avec MOLFIX et BEBEM, les serviettes hygiéniques avec MOLPED. Missions   principales :  Assurer la coordination avec les transitaires. Garantir la bonne exécution        des opérations de dédouanement en totale conformité avec la        réglementation en vigueur. Veiller à la vérification & validation des documents        nécessaires au dédouanement Assurer le suivi de toutes        les opérations de dédouanement de bout en bout à l’import et à l’export  Assurer l'acheminement des        marchandises jusqu'à réception sur site en étroite coordination avec les        transitaires et la logistique Relancer les transitaires sur toutes les        anomalies et retards de dédouanement. Etroite relation avec les        compagnies maritimes pour tout ce qui est suivi ETD, ETA, Chargement        prioritaire, rectification, à l’Import & à l’Export  Contrôle de la veille        règlementaire douanière (local et international)Profil requis :Diplôme universitaire en gestion économie et/ou diplôme de déclarant en douane ou en commerce internationalAvoir une expérience de 05 années minimum dans un poste similaireBonne maîtrise de la réglementation douanièreBonne maîtrise de                   l’ERP SAP/S4HANAParfaite maitrise du pack office (word, excel, powerpoint)Bonne maitrise de l'anglais technique"
G22 Rei,              Développeur .NET & Angular                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074808-developpeur-net-angular,"Nous sommes à la recherche d'un développeur .NET & Angular talentueux et expérimenté pour rejoindre notre équipe dynamique. En tant que développeur, vous serez responsable de la conception, du développement et de la maintenance de nos applications web basées sur les technologies .NET et Angular.Responsabilités :Participer à la conception et à l'architecture des applications web.Développer des fonctionnalités robustes et performantes en utilisant les langages et frameworks .NET & Angular.Collaborer avec l'équipe de développement pour résoudre les problèmes techniques et améliorer continuellement les applications.Effectuer des tests unitaires et assurer la qualité du code.Participer à la revue de code et aux réunions d'équipe.Maintenir une documentation claire et précise.Exigences :Au moins 4 ans d'expérience professionnelle en développement .NET et Angular.Maîtrise des langages de programmation C# et TypeScript.Solide expérience dans le développement d'applications web avec les frameworks .NET (ASP.NET, ASP.NET Core) et Angular.Bonne connaissance des bases de données relationnelles (SQL Server, MySQL, etc.).Compréhension approfondie de l'architecture propre (Clean Architecture) et du Domain-Driven Design (DDD).Expérience dans l'implémentation de l'architecture propre et des concepts de DDD dans des projets.Familiarité avec la gestion de l'état de l'application à l'aide de NgRx (ou Redux) pour Angular.Capacité à travailler en équipe et à collaborer efficacement avec les membres de l'équipe.Bonnes compétences en résolution de problèmes et en débogage.Capacité à s'adapter rapidement aux nouvelles technologies et aux changements de projet.Excellentes compétences en communication verbale et écrite.Maîtrise de la langue française à l'écrit et à l'oral pour une communication efficace avec les clients francophones.Avantages supplémentaires :Environnement de travail stimulant et convivial.Opportunités de développement professionnel et de formation continue.Projets intéressants et variés.Salaire motivant allant jusqu'au salaire le plus élevé en Algérie progressivement. Hébergement équipé assuré cas de résidence lointaine.Si vous êtes intéressé par la présente annonce, veuillez postuler Nous sommes impatients de recevoir votre candidature et d'accueillir un nouveau membre talentueux dans notre équipe."
Entreprise anonyme,              TS en électrotechnique                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074807-ts-en-electrotechnique,Assurer la mise en service des équipements de Chauffage Assurer la maintenance et la réparation des chaudières et accessoires Installation d'équipementsSavoir établir les documents des interventions et des opérations
hôtel ralf,              Femme de Chambre                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074801-femme-de-chambre,"RALF hôtel recrute pour son département ""House Keeping"" des femmes de chambres Descriptions de poste:Assure le nettoyage et la mise en ordre des chambres, des salles de bain et des parties communes dans le respect des règles d'hygiène et de propreté ainsi que des procédures mises en place par l'hôtelVeille à rendre la chambre agréableContrôle le bon fonctionnement du matériel et signale toute anomalie à la gouvernanteS'assure de la disponibilité et de l'actualité des documents mis à la disposition du client dans la chambreApplique la procédure de gestion des objets trouvésRespecte les consignes d'utilisation des produits d'entretienPrend soin du matériel, des produits d'accueil et du lingeResponsable du nettoyage et remplissage quotidien de son chariotDébarrasser les plateaux de room service des chambres et couloirs.       Est responsable du ""passe"" mis à sa disposition.Profil Recherché:Minimum 1 année d’expérience en tant que femme de chambre dans un hôtel 3/4  étoiles ou restaurantDextérité et efficacité dans le nettoyage de chambresAttention au détailSouci de l’hygiène"
Abdi Ibrahim Remede Pharma,              Quality  Control  Analyst                    , Confirmé / Expérimenté (3 à 5 ans),"Rahmania, Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/rahmania/10074800-quality-control-analyst,"Savoir FaireUtiliser des équipements analytiques et optimiser leur  fonctionnement, identifier et corriger des dysfonctionnements.Diagnostiquer, analyser et traiter les causes potentielles correspondant à des anomalies d'analyseInterpréter et exploiter les résultats obtenusRédiger les compte-rendu d’analyses physico-chimiqueRédiger les procédures opérationnelle et organisationnellesValider mettre au point et adapter des méthodes d'analyseMaitriser l’Anglais comme seconde langue étrangèreFormation / Expérience professionnelle nécessaireDiplôme requis dans le domaine   (ingénieur en chimie, DES en chimie, licence en chimie, pharmacien, ou biologiste), analyste junior. Pour les analyste senior en plus du diplôme, 12 mois dans un poste similaire dans un laboratoire de contrôle qualité des produits pharmaceutiques pour Analyste senior en plus du diplôme dans le domaine"
Entreprise anonyme,              Chargé  IPC ( GMP  Specialist  )                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074799-charge-ipc-gmp-specialist,"Missions  principales : Assure les contrôles in process des produits intermédiaires , conformément aux protocoles et aux procédures internes et aux règles dictées par les pharmacopées en vigueur ;Collecte des données brutes analytiques et conclut quant à la conformité ou la non-conformité d’un résultat par rapport à une spécification ;Traitement des déviations IPC et le Suivi et clôturé  des CAPA assignés au IPC ;Traitement des réclamations client;Calibration et vérification des équipements de mesures avant usage;Interpréter et exploiter les résultats de contrôle IPC obtenus ;Rédaction des procédures opérationnelles et organisationnelles IPC ;Traitement des dossiers de lots de fabrication/Conditionnement en vue de libération des PF.Veille aux autorisations de démarrages et contrôles PF pour libération en cas d’absence AQ Process ou travail en shift.Profil recherché  :Licence en chimie ou master en génie des procédés ;Une expérience de  trois  (03) ans dans le domaine  pharmaceutique ;Bonne connaissance en informatique ( Word , Excel , Power point …. ) ,Maitriser l’anglais comme seconde langue étrangère ,travaille  en  shift  3X8Habite  à Alger  Avantages: Salaire motivant.Evolution dans le poste.Formation continue."
Abdi Ibrahim Remede Pharma,              Opérateur de production                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074798-operateur-de-production,"Objet de la mission Conduire les équipements de production selon les procédures standards édictées dans le respect des règles BPF et de sécuritéRéaliser la production en fonction des objectifs ordonnancé avec un minimum de coût.Effectuer le vide de chaine et de zone des équipements et des ateliers de productionRéaliser le nettoyage des équipements et des ateliers de productionRéaliser changements de format et régler les paramètres machine en fonctionRéalisation des réconciliations de fin de lotRespecter l'organisation de l'atelier et les flux d'articles et des produits(réception-rangement-utilisation et retour)Renseigner les dossiers de lots et les logbookRéaliser les tests de contrôle in processRédiger les modes d’emploi de conduite des équipements.   Activités liées au poste : Organiser son activité pour la conduite des équipements de production: mise en marche, réglage, paramétrage et arrêt de l'équipementRéaliser les opérations de vide de chaine, vide de zone et le nettoyage des formats et équipements,Effectuer le changement de format et assurer le bon réglage de l'équipementOrganiser les flux d'articles et de produit; approvisionner, ranger et étiqueterNettoyer les équipements et les  ateliers de production .          Activités liées à la qualité / BPF : Appliquer les règles d'hygiène, de lavage des mains, de port de tenue de travail et de respect des flux du personnel de des matièresRespecter les instructions et consignes des procédures opératoires standards, des dossiers de lots et des documents qualité dans toutes les opérations de travail et de nettoyage en vigueurRéaliser les tests de contrôle in process et le vide de chaine et de zone selon les instructions des SOPAlerter en cas de dérive ou d’anomalie son responsable hiérarchiqueRespecter les règles d'écriture et de traçabilité dans la rédaction ou renseignement de documents qualité   Activités liées à l’HSE : Respecter la bonne application des règles d'hygiène, de sécurité et de l'environnement en vigueur.Porter les équipements de protection individuelles requis en fonction des fiches de sécurité matières et des instructions du dossier de lot.S'assurer du respect des consignes de sécurités mentionnés sur les machine et de la fermeture de toutes les portes et carter de sécurité des machines  Exigences du posteSavoir FaireBonne maîtrise des BPFBonnes connaissances en anglais technique.Expérience dans l’industrie pharmaceutiques.Connaissance des principes de qualification/validation des équipements et des procédés de fabrication   Formation / Expérience professionnelle nécessaire Diplôme requis dans le domaine  :  TS en mécanique, électronique…..etc.Minimum 3 ans dans l’industrie pharmaceutique   Conditions particulières d’exercice :  Aptitude de a travailler en 3*8Habite  à  Alger"
Aojia construction,              Secrétaire Comptable                    , Confirmé / Expérimenté (3 à 5 ans),"Hammedi, Boumerdes, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/boumerdes/hammedi/10074793-secretaire-comptable,"Description Nous recherchons un Secrétaire Comptable pour rejoindre notre équipe. Le candidat devra être capable de gérer les tâches administratives et comptables.ResponsabilitésGérer les tâches administratives et comptablesGérer les dossiers et les documentsGérer les factures et les paiementsGérer les relations avec les clients et les fournisseursGérer les stocks et les inventairesGérer les rapports et les statistiquesExigencesMétier: Commercial, Technico Commercial, Service Client,Ingénierie, Industrie, ConstructionLieu de travail: Hammedi, Daïra Khemis El Khechna, Boumerdès, AlgérieAnnées d'expérience: 1 À 2 Ans,3 À 5 AnsNiveau du poste: Confirmé / ExpérimentéNiveau d'étude: Licence (LMD), Bac + 3,Master 1, Licence Bac + 4,Master 2, Ingéniorat, Bac + 5Type du contrat: CDD Ou MissionNombre de postes: 1AvantagesNous offrons un salaire compétitif , ainsi qu'une formation continue et des possibilités d'avancement. Nous offrons également un environnement de travail stimulant et des possibilités de carrière à long terme."
SARL AGROLGICA,              It Coordinator                    , Confirmé / Expérimenté (1 à 2 ans),"Djelfa, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/djelfa/10074792-it-coordinator,"Description Nous recherchons notre future Coordinateur IT pour rejoindre notre équipe. ResponsabilitésGérer et maintenir les systèmes informatiques et les réseauxAssurer le support technique aux utilisateursGérer les projets informatiquesAssurer la sécurité des données et des systèmesGérer les contrats et les fournisseursGérer les budgets informatiquesFormer les utilisateurs aux nouvelles technologiesExigencesExpérience professionnelle d'au moins 1 à 2 ans dans un poste similaireDiplôme de niveau Bac +2 ou supérieur en informatique, télécommunications et réseaux, systèmes d'information, internet, RH, personnel ou formationConnaissance approfondie des systèmes informatiques et des réseauxCompétences en matière de sécurité informatiqueExcellentes compétences en communication et en gestion de projetCapacité à travailler de manière autonome et en équipeAvantages Nous offrons un contrat à durée indéterminée ainsi qu'une rémunération attractive et des avantages sociaux. Nous offrons également des possibilités de formation et de développement professionnel pour vous aider à atteindre vos objectifs."
SARL AGROLGICA,              Comptable                    , Confirmé / Expérimenté (3 à 5 ans),"Djelfa, Algérie", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/djelfa/10074791-comptable,"Description Nous recherchons un Comptable expérimenté pour rejoindre notre équipe . Le candidat devra être capable de gérer la comptabilité, la finance, l'administration et le juridique.ResponsabilitésGérer les comptes et les finances de l'entrepriseGérer les opérations comptables et financièresGérer les opérations administratives et juridiquesGérer les relations avec les clients et les fournisseursGérer les rapports financiers et comptablesGérer les audits et les contrôles internesExigencesDiplôme en comptabilité, finance, administration ou juridiqueExpérience professionnelle de 3 à 5 ansConnaissance approfondie des principes comptables et financiersExcellentes compétences en communication et en gestion du tempsCapacité à travailler de manière autonome et en équipeMaîtrise des logiciels de comptabilité et de financeAvantagesNous offrons un salaire compétitif et des avantages sociaux, ainsi qu'une excellente opportunité de carrière pour les candidats qualifiés. Nous offrons également une formation continue et des possibilités d'avancement pour les candidats qui souhaitent se développer dans leur carrière."
VAPO CLOPE,              Vendeur                    , Débutant / Junior (Plus de 10 ans),"Oran, Oran, Algérie...", 27 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/oran/oran/10074790-vendeur,"Recrutement :Nous sommes à la recherche d'un vendeur conseil pour rejoindre notre équipe dynamique au sein de notre nouvelle boutique spécialisée dans la cigarette électronique à Oran.Lieu : CENTRE COMMERCIAL GRAND ORANDescription du poste :Accueillir et conseiller la clientèle sur les produits de cigarette électronique.Assurer une vente de qualité en mettant en avant les caractéristiques et les avantages des produits.Développer une relation clientèle solide et assurer un suivi personnalisé.Avoir une connaissance préalable du domaine de la vente et de la cigarette électronique serait un avantage.Qualifications requises :Expérience antérieure dans la vente et/ou la relation clientèle serait appréciée.Excellentes compétences en communication et en relations interpersonnelles.Informations supplémentaires :Nous tenons à souligner que notre entreprise est présente dans plusieurs villes, y compris Annaba, Alger, Skikda et Sétif, offrant ainsi des opportunités d'évolution au sein de notre réseau.Si vous êtes enthousiaste, passionné par la vente et intéressé par le domaine de la cigarette électronique, rejoignez nous pour cette aventure excitante !"
